Title,IMDb Rating,Year,Certificates,Director,Star Cast,MetaScore,Duration (minutes),Poster-src,Genres
Out of Africa,7.1,1985,PG,Sydney Pollack,"Karen Blixen,Judith Thurman,Errol Trzebinski",69,161,"https://m.media-amazon.com/images/M/MV5BMTc5Y2NiZWQtZGY4YS00NDI4LThhM2ItMDdhYzFlNzY1NmM0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX190_CR0,1,190,281_.jpg",Biography
Bloodsport,6.8,1988,R,Newt Arnold,"Sheldon Lettich,Christopher Cosby,Mel Friedman",29,92,"https://m.media-amazon.com/images/M/MV5BNTJmMGEzMTQtMzQzMi00YjE1LWI4MTctNjY0NWZiYzE2MDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg",Action
Chisum,6.8,1970,G,Andrew V. McLaglen,"Andrew,J.,Fenady",66,111,"https://m.media-amazon.com/images/M/MV5BMDk2M2I4ZGQtOGQ4MS00YmE4LWE3ZDUtNDA0NzlhZWJmMmI5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg",Biography
Amy,7.8,2015,R,Asif Kapadia,"Amy Winehouse,Mitch Winehouse,Mark Ronson",85,128,"https://m.media-amazon.com/images/M/MV5BMTQ1MzE4MTE3OF5BMl5BanBnXkFtZTgwOTcyNDM3NTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Documentary
Belfast,7.2,2021,PG-13,Kenneth Branagh,"Jude Hill,Lewis Mc,Askie Caitríona,Balfe",75,98,"https://m.media-amazon.com/images/M/MV5BODMwYTYyY2ItOWQ5Yi00OTI1LTllYTQtYTdlNWM4YzJhYTM0XkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Nyad,7.1,2023,PG-13,Jimmy Chin,"Annette Bening,Jodie Foster,Anne Marie,Kempf",63,121,"https://m.media-amazon.com/images/M/MV5BNWJhMzVmN2QtODg0ZS00ODk1LWExNDItZjIyMTczYmUzNjY1XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_QL75_UX190_CR0,2,190,281_.jpg",Biography
Wild,7.1,2014,R,Jean-Marc Vallée,"Reese Witherspoon,Laura Dern,Gaby Hoffmann",74,115,"https://m.media-amazon.com/images/M/MV5BMGMzZmYzYmUtNTJiYi00MjZjLTkyZmMtZGJhYWRlMDBkMDIyXkEyXkFqcGdeQXVyNjA5MDIyMzU@._V1_QL75_UX190_CR0,0,190,281_.jpg",Adventure
Lawless,7.2,2012,R,John Hillcoat,"Tom Hardy,Shia La,Beouf Guy,Pearce",58,116,"https://m.media-amazon.com/images/M/MV5BMjAxNjUyNjUwN15BMl5BanBnXkFtZTcwMDgwOTIyOA@@._V1_QL75_UY281_CR0,0,190,281_.jpg",Biography
The Insider,7.8,1999,R,Michael Mann,"Russell Crowe,Al Pacino,Christopher Plummer",85,157,"https://m.media-amazon.com/images/M/MV5BODg0YjAzNDQtOGFkMi00Yzk2LTg1NzYtYTNjY2UwZTM2ZDdkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR3,0,190,281_.jpg",Biography
Bleed for This,6.8,2016,R,Ben Younger,"Ben Younger,Pippa Bianco,Angelo Pizzo",62,117,"https://m.media-amazon.com/images/M/MV5BMjAwNzgyNTUxMF5BMl5BanBnXkFtZTgwNzc0ODc1OTE@._V1_QL75_UX190_CR0,7,190,281_.jpg",Biography
Wyatt Earp,6.7,1994,PG-13,Lawrence Kasdan,"Kevin Costner,Dennis Quaid,Gene Hackman",47,191,"https://m.media-amazon.com/images/M/MV5BZTY2NDVhZGUtZTY2MC00MTBhLTg4YTQtN2ZiODU4OWM2YTNjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg",Action
Walk the Line,7.8,2005,PG-13,James Mangold,"Johnny Cash,Gill Dennis,James Mangold",72,136,"https://m.media-amazon.com/images/M/MV5BMjIyOTU3MjUxOF5BMl5BanBnXkFtZTcwMTQ0NjYzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
King Richard,7.5,2021,PG-13,Reinaldo Marcus Green,"Will Smith,Aunjanue,Ellis-Taylor Jon,Bernthal",76,144,"https://m.media-amazon.com/images/M/MV5BYTcyNmY4ZGEtYmE4Zi00ZDViLTlmYzMtMmQ4ZTM4OWNmZjQxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Papillon,7.2,2017,R,Michael Noer,"Aaron Guzikowski,Henri Charrière,Dalton Trumbo",51,133,"https://m.media-amazon.com/images/M/MV5BMjIxMTMyOTE2NF5BMl5BanBnXkFtZTgwMDYyNzY1NTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Adventure
Mask,7.2,1985,PG-13,Peter Bogdanovich,"Cher Eric,Stoltz Sam,Elliott",73,120,"https://m.media-amazon.com/images/M/MV5BYTVlYjExOWEtZmU5Yy00N2VjLWJmY2UtZjZiYzMzYzhhYjNiXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX190_CR0,3,190,281_.jpg",Biography
The Fighter,7.8,2010,R,David O. Russell,"Scott Silver,Paul Tamasy,Eric Johnson",79,116,"https://m.media-amazon.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_QL75_UX190_CR0,8,190,281_.jpg",Action
The Theory of Everything,7.7,2014,PG-13,James Marsh,"Eddie Redmayne,Felicity Jones,Tom Prior",71,123,"https://m.media-amazon.com/images/M/MV5BMTAwMTU4MDA3NDNeQTJeQWpwZ15BbWU4MDk4NTMxNTIx._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Joy,6.6,2015,PG-13,David O. Russell,"David,O.,Russell Annie,Mumolo",56,124,"https://m.media-amazon.com/images/M/MV5BNzRiOWZmMzUtZTJiOC00MjQ1LTkwMjgtNzhlYzBmODAzYTA0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
"Extremely Wicked, Shockingly Evil and Vile",6.7,2019,R,Joe Berlinger,"Lily Collins,Zac Efron,Angela Sarafyan",52,110,"https://m.media-amazon.com/images/M/MV5BMjM4ZjY5ZmQtNjUwYi00Yzk2LWIwNmMtYTg1NmU0MWExZTMzXkEyXkFqcGdeQXVyMTg2MDEyMzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Jerry and Marge Go Large,6.9,2022,PG-13,David Frankel,"Bryan Cranston,Annette Bening,Rainn Wilson",52,96,"https://m.media-amazon.com/images/M/MV5BYWI5Y2ExNzUtZjQ1NS00ZjBlLWI1NDktZGYwNTRiNzI5ZjMxXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
The Founder,7.2,2016,PG-13,John Lee Hancock,"Michael Keaton,Nick Offerman,John Carroll,Lynch",66,115,"https://m.media-amazon.com/images/M/MV5BMzExNDg0MDk1M15BMl5BanBnXkFtZTgwNzE1Mjg0MDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Dallas Buyers Club,7.9,2013,R,Jean-Marc Vallée,"Matthew Mc,Conaughey Jennifer,Garner Jared,Leto",77,117,"https://m.media-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Blow,7.5,2001,R,Ted Demme,"Johnny Depp,Penélope Cruz,Franka Potente",52,124,"https://m.media-amazon.com/images/M/MV5BYjg5ZDkzZWEtZDQ2ZC00Y2ViLThhMzYtMmIxZDYzYTY2Y2Y2XkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_QL75_UY281_CR4,0,190,281_.jpg",Biography
The Aviator,7.5,2004,PG-13,Martin Scorsese,"Leonardo Di,Caprio Cate,Blanchett Kate,Beckinsale",77,170,"https://m.media-amazon.com/images/M/MV5BMGJmYmY3ZjgtMmNhOC00NTE5LTk2YjgtMGI2OWZkNzU4Nzc2XkEyXkFqcGdeQXVyMTUzNTkxNDMw._V1_QL75_UX190_CR0,2,190,281_.jpg",Biography
The Highwaymen,6.9,2019,R,John Lee Hancock,"Kevin Costner,Woody Harrelson,Kathy Bates",58,132,"https://m.media-amazon.com/images/M/MV5BZmM5Y2QzOGQtNTdjZS00NDVhLThkYjItZjZiMjk4YjM0ZTUzXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Raging Bull,8.1,1980,R,Martin Scorsese,"Jake La,Motta Joseph,Carter Peter,Savage",90,129,"https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg",Biography
Bombshell,6.8,2019,R,Jay Roach,"Charlize Theron,Nicole Kidman,Margot Robbie",64,109,"https://m.media-amazon.com/images/M/MV5BZjlhOWE3YjktY2MzOC00ZmQ1LWIwNjgtZmVhZmFjZGExMzgyXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX190_CR0,6,190,281_.jpg",Biography
The Basketball Diaries,7.3,1995,R,Scott Kalvert,"Leonardo Di,Caprio Lorraine,Bracco Marilyn,Sokol",46,102,"https://m.media-amazon.com/images/M/MV5BMjdlNzQxZGUtZTg5YS00ODg2LTkxMzctMDAyNmEwM2YyZjA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,5,190,281_.jpg",Biography
Richard Jewell,7.5,2019,R,Clint Eastwood,"Billy Ray,Marie Brenner,Kent Alexander",68,131,"https://m.media-amazon.com/images/M/MV5BOTFlODg1MTEtZTJhOC00OTY1LWE0YzctZjRlODdkYWY5ZDM4XkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
The Hill,6.7,2023,PG,Jeff Celentano,"Angelo Pizzo,Scott Marshall,Smith Bill,Chaffin",48,126,"https://m.media-amazon.com/images/M/MV5BMmJmOWJkNDUtMDMzZi00ZmY3LWExYmEtYTYwMzNkMWEwNTlkXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
A Beautiful Day in the Neighborhood,7.2,2019,PG,Marielle Heller,"Micah,Fitzerman-Blue Noah,Harpster Tom,Junod",80,109,"https://m.media-amazon.com/images/M/MV5BZWE3ZDYwNmItOWM5ZS00Y2Q4LTlhNmYtODlhY2QxYzA1MDlhXkEyXkFqcGdeQXVyNjA5MDIyMzU@._V1_QL75_UX190_CR0,2,190,281_.jpg",Biography
Lone Survivor,7.5,2013,R,Peter Berg,"Mark Wahlberg,Taylor Kitsch,Emile Hirsch",60,121,"https://m.media-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Action
Everest,7.1,2015,PG-13,Baltasar Kormákur,"Jason Clarke,Ang Phula,Sherpa Thomas,M.,Wright",64,121,"https://m.media-amazon.com/images/M/MV5BMTNmMzM0ZTktZWY3Yy00ODViLTllZDgtODcwM2QyM2E2YTU2L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg",Action
"I, Tonya",7.5,2017,R,Craig Gillespie,"Margot Robbie,Sebastian Stan,Allison Janney",77,119,"https://m.media-amazon.com/images/M/MV5BMjI5MDY1NjYzMl5BMl5BanBnXkFtZTgwNjIzNDAxNDM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Hachi: A Dog's Tale,8.1,2009,G,Lasse Hallström,Richard Gere,57.1,93,"https://m.media-amazon.com/images/M/MV5BYmQzYjgyYzEtOTVhZC00MDRkLWJjNjItYzU3N2RiMTExZjA1XkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX190_CR0,1,190,281_.jpg",Biography
Thirteen Lives,7.8,2022,PG-13,Ron Howard,"William Nicholson,Don Mac,Pherson",66,147,"https://m.media-amazon.com/images/M/MV5BNzI4YzkyMTYtYmQ1MC00NjYwLThkMDgtY2E1Njg1MTAzZWJhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Spotlight,8.1,2015,R,Tom McCarthy,"Mark Ruffalo,Michael Keaton,Rachel Mc,Adams",93,129,"https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_QL75_UY281_CR0,0,190,281_.jpg",Biography
House of Gucci,6.6,2021,R,Ridley Scott,"Becky Johnston,Roberto Bentivegna,Sara Gay,Forden",59,158,"https://m.media-amazon.com/images/M/MV5BYzdlMTMyZWQtZWNmMC00MTJiLWIyMWMtM2ZlZDdlYzZhNTc0XkEyXkFqcGdeQXVyMTMzNDE5NDM2._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
The Pursuit of Happyness,8,2006,PG-13,Gabriele Muccino,"Will Smith,Thandiwe Newton,Jaden Smith",64,117,"https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Lion,8,2016,PG-13,Garth Davis,"Dev Patel,Nicole Kidman,Rooney Mara",69,118,"https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",Biography
Molly's Game,7.4,2017,R,Aaron Sorkin,"Jessica Chastain,Idris Elba,Kevin Costner",71,140,"https://m.media-amazon.com/images/M/MV5BNTkzMzRlYjEtMTQ5Yi00OWY3LWI0NzYtNGQ4ZDkzZTU0M2IwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
A Hidden Life,7.4,2019,PG-13,Terrence Malick,"August Diehl,Valerie Pachner,Maria Simon",80,174,"https://m.media-amazon.com/images/M/MV5BMDk4OTU0ZjctMjhhYS00YmVlLThlMDAtMjU4YzhlN2IyYzI3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Biography
BlacKkKlansman,7.5,2018,R,Spike Lee,"Charlie Wachtel,David Rabinowitz,Kevin Willmott",83,135,"https://m.media-amazon.com/images/M/MV5BMjUyOTE1NjI0OF5BMl5BanBnXkFtZTgwMTM4ODQ5NTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Remember the Titans,7.8,2000,PG,Boaz Yakin,"Denzel Washington,Will Patton,Wood Harris",48,113,"https://m.media-amazon.com/images/M/MV5BYThkMzgxNjEtMzFiOC00MTI0LWI5MDItNDVmYjA4NzY5MDQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",Biography
"Girl, Interrupted",7.3,1999,R,James Mangold,"Susanna Kaysen,James Mangold,Lisa Loomer",51,127,"https://m.media-amazon.com/images/M/MV5BNzdjZDYwM2QtMGNlZS00MGQzLTlhMjctYTU4NWI5MWJlYmQwXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Biography
Legend,6.9,2015,R,Brian Helgeland,"Tom Hardy,Emily Browning,Taron Egerton",55,132,"https://m.media-amazon.com/images/M/MV5BMjE0MjkyODQ3NF5BMl5BanBnXkFtZTgwNDM1OTk1NjE@._V1_QL75_UY281_CR1,0,190,281_.jpg",Biography
Rocketman,7.3,2019,R,Dexter Fletcher,"Taron Egerton,Jamie Bell,Richard Madden",69,121,"https://m.media-amazon.com/images/M/MV5BYmIzNjUxZGQtYjg0OS00MmE0LTgwZDAtMzVmODQ2MGI5MTQ5XkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_QL75_UX190_CR0,2,190,281_.jpg",Biography
Erin Brockovich,7.4,2000,R,Steven Soderbergh,"Julia Roberts,Albert Finney,David Brisbin",73,131,"https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Moneyball,7.6,2011,PG-13,Bennett Miller,"Steven Zaillian,Aaron Sorkin,Stan Chervin",87,133,"https://m.media-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Beautiful Boy,7.4,2018,R,Felix van Groeningen,"Luke Davies,Felix van,Groeningen David,Sheff",62,120,"https://m.media-amazon.com/images/M/MV5BNjNhNjVjZDQtMzRhMS00YmI2LTkxZmEtMDdkMWU3OWQ2NjNmXkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Young Woman and the Sea,8,2024,PG,Joachim Rønning,"Daisy Ridley,Tilda,Cobham-Hervey Stephen,Graham",63,129,"https://m.media-amazon.com/images/M/MV5BZDhlY2E3NmYtODExNS00ZDY1LTliMzUtMGVhZWQ4YjZmYjA2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
American Sniper,7.3,2014,R,Clint Eastwood,"Jason Hall,Chris Kyle,Scott Mc,Ewen",73,133,"https://m.media-amazon.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Action
The Sound of Music,8.1,1965,G,Robert Wise,Julie Andrews,63,172,"https://m.media-amazon.com/images/M/MV5BYThiZTY5MTAtODgwNS00OGNjLThjYzItOTcxYmYxMGY5MzBjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Biography
The Irishman,7.8,2019,R,Martin Scorsese,"Robert De,Niro Al,Pacino Joe,Pesci",94,209,"https://m.media-amazon.com/images/M/MV5BMGUyM2ZiZmUtMWY0OC00NTQ4LThkOGUtNjY2NjkzMDJiMWMwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UY281_CR1,0,190,281_.jpg",Biography
Rush,8.1,2013,R,Ron Howard,"Daniel Brühl,Chris Hemsworth,Olivia Wilde",74,123,"https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",Action
American Gangster,7.8,2007,R,Ridley Scott,"Denzel Washington,Russell Crowe,Chiwetel Ejiofor",76,157,"https://m.media-amazon.com/images/M/MV5BMjFmZGI2YTEtYmJhMS00YTE5LWJjNjAtNDI5OGY5ZDhmNTRlXkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_QL75_UX190_CR0,2,190,281_.jpg",Biography
Into the Wild,8.1,2007,R,Sean Penn,"Emile Hirsch,Vince Vaughn,Catherine Keener",73,148,"https://m.media-amazon.com/images/M/MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR0,0,190,281_.jpg",Adventure
The Social Network,7.8,2010,PG-13,David Fincher,"Jesse Eisenberg,Andrew Garfield,Justin Timberlake",95,120,"https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Cabrini,7.5,2024,PG-13,Alejandro Monteverde,"Rod Barr,Alejandro Monteverde",51,142,"https://m.media-amazon.com/images/M/MV5BYzhkYjdlYzAtZGEwNy00NmUzLTg3NzEtOTFmNjJmZWJiMTU3XkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
The Beach Boys,7.1,2024,PG-13,Frank Marshall,"The Beach,Boys Mike,Love Brian,Wilson",63,113,"https://m.media-amazon.com/images/M/MV5BMDRiYmQ3OGQtNDQ4YS00ZmRiLThiNWYtNTBkNWM3ZjYwZTE5XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UX190_CR0,1,190,281_.jpg",Documentary
Bohemian Rhapsody,7.9,2018,PG-13,Bryan Singer,"Anthony Mc,Carten Peter,Morgan",49,134,"https://m.media-amazon.com/images/M/MV5BMTA2NDc3Njg5NDVeQTJeQWpwZ15BbWU4MDc1NDcxNTUz._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
City of Lies,6.5,2018,R,Brad Furman,"Johnny Depp,Forest Whitaker,Toby Huss",44,112,"https://m.media-amazon.com/images/M/MV5BY2YyNTJjYmMtOGQxZC00N2UxLWEzNjMtOGU3ZjA2MGU1NjA5XkEyXkFqcGdeQXVyMTE1Nzg4NjY0._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Catch Me If You Can,8.1,2002,PG-13,Steven Spielberg,"Leonardo Di,Caprio Tom,Hanks Christopher,Walken",75,141,"https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
A Beautiful Mind,8.2,2001,PG-13,Ron Howard,"Russell Crowe,Ed Harris,Jennifer Connelly",72,135,"https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Priscilla,6.5,2023,R,Sofia Coppola,"Cailee Spaeny,Jacob Elordi,Ari Cohen",79,113,"https://m.media-amazon.com/images/M/MV5BOTQyZTBiMjAtZTNjZi00ZjU0LWFkMTQtMDE3Nzc1MjVmMTM4XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UY281_CR0,0,190,281_.jpg",Biography
Elvis,7.3,2022,PG-13,Baz Luhrmann,"Baz Luhrmann,Sam Bromell,Craig Pearce",64,159,"https://m.media-amazon.com/images/M/MV5BYzMzNTJjYmMtZTkxNS00MjI4LWI3YmQtOTQ4MDZjZDJlZjQyXkEyXkFqcGdeQXVyNjc0NzQzNTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
The Greatest Showman,7.5,2017,PG,Michael Gracey,"Jenny Bicks,Bill Condon",48,105,"https://m.media-amazon.com/images/M/MV5BMjI1NDYzNzY2Ml5BMl5BanBnXkFtZTgwODQwODczNTM@._V1_QL75_UY281_CR1,0,190,281_.jpg",Biography
War Dogs,7.1,2016,R,Todd Phillips,"Stephen Chin,Todd Phillips,Jason Smilovic",57,114,"https://m.media-amazon.com/images/M/MV5BMjEyNzQ0NzM4MV5BMl5BanBnXkFtZTgwMDI0ODM2OTE@._V1_QL75_UY281_CR0,0,190,281_.jpg",Biography
The Imitation Game,8,2014,PG-13,Morten Tyldum,"Benedict Cumberbatch,Keira Knightley,Matthew Goode",71,114,"https://m.media-amazon.com/images/M/MV5BNjI3NjY1Mjg3MV5BMl5BanBnXkFtZTgwMzk5MDQ3MjE@._V1_QL75_UY281_CR1,0,190,281_.jpg",Biography
Dumb Money,6.9,2023,R,Craig Gillespie,"Paul Dano,Pete Davidson,Vincent,D'Onofrio",66,105,"https://m.media-amazon.com/images/M/MV5BNGFmZGY4MGMtNzIzZi00ODg1LWJhOWUtOTA3NzlhMDZmOWI5XkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Green Book,8.2,2018,PG-13,Peter Farrelly,"Viggo Mortensen,Mahershala Ali,Linda Cardellini",69,130,"https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_QL75_UX190_CR0,2,190,281_.jpg",Biography
The Boys in the Boat,6.9,2023,PG-13,George Clooney,"Joel Edgerton,Callum Turner,Peter Guinness",54,123,"https://m.media-amazon.com/images/M/MV5BNGU1Nzc4YWMtZmZiYi00NzFkLTk2MDUtOGRlNGU1Njk0ZTdkXkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_QL75_UX190_CR0,2,190,281_.jpg",Biography
Bob Marley: One Love,6.3,2024,PG-13,Reinaldo Marcus Green,"Terence Winter,Frank,E.,Flowers Zach,Baylin",43,107,"https://m.media-amazon.com/images/M/MV5BY2U4M2NmY2ItMjAyNC00NzM1LTg3ZTEtNzVlYjEzNTE5NDI5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
Ford v Ferrari,8.1,2019,PG-13,James Mangold,"Matt Damon,Christian Bale,Jon Bernthal",81,152,"https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_QL75_UY281_CR0,0,190,281_.jpg",Action
Back to Black,6.5,2024,R,Sam Taylor-Johnson,"Marisa Abela,Eddie Marsan,Jack,O'Connell",44,122,"https://m.media-amazon.com/images/M/MV5BYjQ5OTI3MWYtN2NkZC00MzE3LWE1NGItZjI0ZjFiZTIzOWFkXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
The Iron Claw,7.6,2023,R,Sean Durkin,"Zac Efron,Jeremy Allen,White Harris,Dickinson",73,132,"https://m.media-amazon.com/images/M/MV5BOGE5NjllZTEtMGJjNy00ZTFmLThlNDItNmNiZTgyOTQ4OTA2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg",Biography
The Room,6,2019,Not Rated,Christian Volckman,"Christian Volckman,Eric Forestier,Gaia Guasti",66,100,"https://m.media-amazon.com/images/M/MV5BNTExNTU3ZTMtMmMxNi00MjkyLTg1MWUtOGNmZGM2ZmU0YWFlXkEyXkFqcGdeQXVyMzA4MDA0Mjc@._V1_QL75_UY281_CR5,0,190,281_.jpg",Drama
Horse Girl,6,2020,R,Jeff Baena,"Alison Brie,Molly Shannon,Goldenite",61,103,"https://m.media-amazon.com/images/M/MV5BMjkxYjU5Y2ItOGE5Yi00ZTg2LTgzNmUtZjI3NTNlOWRhNzllXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
The Lego Ninjago Movie,6,2017,PG,Charlie Bean,Jackie Chan,55,101,"https://m.media-amazon.com/images/M/MV5BNDI3MDljMTQtYzBiYS00NDk2LTlhYzUtYmM0NWIyMmZkMDZkXkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_QL75_UY281_CR4,0,190,281_.jpg",Animation
